title,date,venue,price,organizer,description,image_url,concert_link,location,event_type
Auckland Choral: O Fortuna,10/5/2025 3:00," Great Hall, Auckland Town Hall",See Website for more details,Auckland Choral,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: Children under 3 years of age will be admitted free if they are seated on a caregiver's knee. A lap ticket is required for entry, please collect from the Box Office prior to entry.",https://s1.ticketm.net/dam/a/44e/f8002f42-6072-49c3-b663-0234fca4344e_1573211_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.co.nz/auckland-choral-o-fortuna-auckland-05-10-2025/event/24006189F12C1A2F,"Auckland, New Zealand",Classical - Classical/Vocal
Two Set Violin with the New Jersey Symphony,10/5/2025 18:00,Prudential Hall at New Jersey PAC,See Website for more details,TwoSet Violin World Tour,See Website for more details,https://s1.ticketm.net/dam/a/005/cec26bea-a029-48ab-a5b6-0199f6380005_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b_Z8,"Newark, United States Of America",Classical - Classical/Vocal
Natalia in Koor,10/5/2025 18:00,Capitole Gent,See Website for more details,Natalia,See Website for more details,https://s1.ticketm.net/dam/a/9d1/b8cc802b-d2e6-40a4-ac82-06d495a4e9d1_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.be/event/natalia-in-koor-tickets/1704904465,"Ghent, Belgium",Classical - Classical/Vocal
Alessandro Safina Live in Harbiye,10/5/2025 18:00,İstanbul Büyükşehir Belediyesi Harbiye Cemil Topuzlu Açıkhava Tiyatrosu,See Website for more details,Alessandro Safina,See Website for more details,https://s1.ticketm.net/dam/a/12e/44e5c385-0674-4db4-bc6c-eda07b9d012e_902881_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.biletix.com/performance/4ITK2/001/TURKIYE/tr,"İstanbul, Turkey",Classical - Classical/Vocal
Disney Moana Live,10/5/2025 18:00,Lehman Center for the Performing Arts,See Website for more details,Disney’s Moana Live-To-Film Concert,See Website for more details,https://s1.ticketm.net/dam/a/952/994336eb-d405-4a2d-bb20-558038246952_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.com/disneys-moana-livetofilm-concert-bronx-new-york-10-05-2025/event/300062CB97190A9B,"Bronx, United States Of America",Classical - Symphonic
Andrea Bocelli,10/5/2025 23:00,Metropolitan Opera House,See Website for more details,Andrea Bocelli,See Website for more details,https://s1.ticketm.net/dam/a/c8a/45ed870b-c8a7-46db-823e-44f5929bac8a_1839671_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7bpP6,"New York, United States Of America",Classical - Classical/Vocal
A Tribute to Hans Zimmer & Film Favourites Illuminated,10/7/2025 18:00,Capitole Gent,See Website for more details,The Best of Hans Zimmer & Film Favourites Illuminated!,See Website for more details,https://s1.ticketm.net/dam/a/833/d7053b95-9836-475c-ada1-9b046fe48833_SOURCE,https://www.ticketmaster.be/event/a-tribute-to-hans-zimmer--film-favourites-illuminated-tickets/1577073964,"Ghent, Belgium",Classical - Classical/Vocal
"The Music of Lord of the Rings, The Hobbit & Rings of Power In Concert",10/7/2025 20:00,The Santander Performing Arts Center ,See Website for more details,The Music Of The Lord Of The Rings and The Hobbit,"For the safety of our patrons, The Santander Performing Arts Center is a No Re-Entry Venue. *Ticket prices may fluctuate, based on demand, at any time. Resale ticket prices may exceed face value. **The Santander PAC is now a cashless venue. Please plan on using Visa, MC, AMEX or Discover during your visit. ***To ensure a ticketing experience that is more convenient, safe, and secure for all fans, guests can present a mobile ticket on a smartphone for entry. Screenshots and print outs of tickets will not be accepted. Please add your tickets to your Digital Wallet prior to your arrival. Physical, in-hand tickets are still accepted for entry. Originally scheduled for (SUN 5-OCT-25 at 4:00pm) Previously purchased tickets will be honored for the new date.",https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/the-music-of-lord-of-the-reading-pennsylvania-10-07-2025/event/020062899EA92587,"Reading, United States Of America",Classical - Classical/Vocal
Flamencon värejä barokissa,10/8/2025 16:00,See Website for more details,See Website for more details,Fibo,See Website for more details,https://s1.ticketm.net/dam/a/a52/680606d1-8bc0-496e-80ea-fe5f72969a52_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.fi/event/flamencon-vareja-barokissa-tickets/330293581?language=en-us,"Helsinki, Finland",Classical - Classical/Vocal
Oulu Sinfonia: Four-Star Concerto,10/9/2025 15:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-four-star-concerto-tickets/1263720212?language=en-us,"Oulu, Finland",Classical - Classical/Vocal
TwoSet Violin World Tour,10/9/2025 23:30,Lisner Auditorium,See Website for more details,TwoSet Violin World Tour,"TwoSet Violin, classical music's favorite viral duo, returns to Washington, D.C. on another World Tour! For one night only, join Brett and Eddy for an unforgettable concert experience of jaw-dropping musical panache, side-splitting humor, and everything in between. Don't miss this chance to watch internet sensation TwoSet Violin LIVE at Lisner Auditorium at GWU. For general ticketing, event questions, or group ticket orders, please email gwticket@gwu.edu. Box office opens when doors open unless otherwise noted.",https://s1.ticketm.net/dam/a/005/cec26bea-a029-48ab-a5b6-0199f6380005_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/twoset-violin-world-tour-washington-district-of-columbia-10-09-2025/event/150062751AD45E29,"Washington, United States Of America",Classical - Classical/Vocal
Andrea Bocelli In Concert,10/10/2025 0:00,Kia Center,See Website for more details,Andrea Bocelli,See Website for more details,https://s1.ticketm.net/dam/a/c8a/45ed870b-c8a7-46db-823e-44f5929bac8a_1839671_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/andrea-bocelli-in-concert-orlando-florida-10-09-2025/event/22006275A88D1C88,"Orlando, United States Of America",Classical - Classical/Vocal
BLACKSTAR Symphony: The Music of David Bowie,10/10/2025 1:30,Boettcher Hall,See Website for more details,Blackstar Symphony: The Music of David Bowie,See Website for more details,https://s1.ticketm.net/dam/a/c55/30aea57b-5832-4c03-9f4d-35a63d61cc55_CUSTOM.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A74_jU,"Denver, United States Of America",Classical - Symphonic
"The Music of Hans Zimmer VS. John Williams 					",10/10/2025 18:00,Trixxo Theater Hasselt,See Website for more details,The Music of Hans Zimmer and John Williams,See Website for more details,https://s1.ticketm.net/dam/a/bd2/3d2e7d3e-9921-41d4-9247-d94424b10bd2_CUSTOM.jpg,https://www.ticketmaster.be/event/the-music-of-hans-zimmer-vs-john-williams--tickets/1605848114,"Hasselt, Belgium",Classical - Classical/Vocal
Harry Potter and the Order of the Phoenix in Concert,10/11/2025 0:00,BJCC Concert Hall,See Website for more details,Alabama Symphony Orchestra,See Website for more details,https://s1.ticketm.net/dam/a/787/6db385a3-281c-414f-b9a0-eef7cc27d787_704191_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/harry-potter-and-the-order-of-birmingham-alabama-10-10-2025/event/2000629D7D881059,"Birmingham, United States Of America",Classical - Symphonic
The Texas Tenors,10/11/2025 2:30,South Point Showroom at South Point Hotel Casino and Spa,See Website for more details,The Texas Tenors,See Website for more details,https://s1.ticketm.net/dam/a/1c3/84e5ccd9-65cf-4042-a88d-dfb255e891c3_SOURCE,https://www.ticketmaster.com/the-texas-tenors-las-vegas-nevada-10-10-2025/event/170062ADD84A2B93,"Las Vegas, United States Of America",Classical - Symphonic
Lea Salonga,10/11/2025 3:00,River Rock Casino Resort,See Website for more details,Lea Salonga,"Musical royalty and official Disney Legend Lea Salonga is bringing her acclaimed Stage, Screen & Everything In Between tour to North America in 2025. Doors: 7:00PM. Show: 8:00PM. Times are subject to change. Please arrive early to avoid long lines or delays entering the venue. No in/out privileges. Restriction on large bags and backpacks. No outside food or beverages. Smoking and/vaping is not permitted.",https://s1.ticketm.net/dam/e/8cd/02f3b1c9-6c4b-442f-be26-ceb8612088cd_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.ca/lea-salonga-richmond-british-columbia-10-10-2025/event/1100626D87041EA0,"Richmond, Canada",Classical - Classical/Vocal
Daft As A Brush: Last Night Of The Proms,10/11/2025 17:00,O2 City Hall Newcastle,See Website for more details,See Website for more details,"Please note, these seats have extra leg room: Stalls, Row, A, 10-29 Stalls, Row L, 1-38 Rear Balcony, Row G, 1-33",https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.co.uk/daft-as-a-brush-last-night-newcastle-upon-tyne-11-10-2025/event/3E006179ADF913BC,"Newcastle Upon Tyne, Great Britain",Classical - Classical/Vocal
Sarah Chang,10/11/2025 19:00,AKM Türk Telekom Opera Salonu,See Website for more details,Sarah Chang,See Website for more details,https://s1.ticketm.net/dam/a/ce1/50303a09-9c28-4d0a-9c3c-d8ca4f870ce1_ARTIST_PAGE_3_2.jpg,https://www.biletix.com/performance/4EA09/001/TURKIYE/tr,"İstanbul, Turkey",Classical - Symphonic
The Magical Music of Harry Potter - Live in Concert,10/11/2025 20:00,FirstOntario Concert Hall,See Website for more details,The Magical Music of Harry Potter - Live in Concert,"""The Magical Music of Harry Potter Live in Concert"": Experience the most wonderful music from the Harry Potter movies in a unique concert evening with a special guest from the movies, the Magical Film Orchestra and magical illusions! The program includes film soundtracks by five-time Oscar winner John Williams, Patrick Doyle, Nicholas Hooper, and Academy Award winner Alexandre Desplat, as well as the most beautiful music from the screenplay ?Harry Potter and the Cursed Child?. This magical concert will make the hearts of all Harry Potter fans beat faster!",https://s1.ticketm.net/dam/a/d95/bde52888-13d6-4fe3-9ce2-c3cf008b6d95_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.ca/the-magical-music-of-harry-potter-hamilton-ontario-10-11-2025/event/100062C6AD754017,"Hamilton, Canada",Classical - Classical/Vocal
Mozart and Schubert : Tucson Symphony Orchestra,10/11/2025 21:00,Catalina Foothills High School,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra José Luis Gomez, conductor Steven Moeckel, violin Farrenc: Overture No. 1 Mozart: Violin Concerto No. 5 Schubert: Symphony No. 1",https://s1.ticketm.net/dam/e/2c4/9adcb682-fd40-4dd1-ab88-6bd5b022d2c4_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/mozart-and-schubert-tucson-symphony-orchestra-tucson-arizona-10-11-2025/event/1900623B0175326D,"Tucson, United States Of America",Classical - Symphonic
"The Music of Lord of The Rings, The Hobbit & Rings of Power",10/12/2025 0:00,FirstOntario Concert Hall,See Website for more details,The Music Of The Lord Of The Rings and The Hobbit,"The Lord of the Rings, The Hobbits & The Rings of Power are coming! In a magnificent concert with a film music orchestra, choir, and star guests, the dark voice of ?Saruman? actor Sir Christopher Lee introduces you to the musical world of J.R.R. Tolkien: From the threatening sounds of Mordor and the shrill attacks of the Black Riders to the beautiful lyrical melodies of the elves! A special guest from the original film cast presents ?The music of The Lord of the Rings, The Hobbit & The Rings of Power ? The Concert?!",https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.ca/the-music-of-lord-of-the-hamilton-ontario-10-11-2025/event/100062C6DCB25160,"Hamilton, Canada",Classical - Classical/Vocal
American Theater Orchestra Season Sampler,10/12/2025 19:00,Ames Center,See Website for more details,American Theater Orchestra,"Join us in launching the American Theater Orchestra and lifting up the Minnesota musical theater community this October 12-13 at the Ames Center. The ATO elevates the (s)CORE of musical theater with an inaugural concert titled Season Sampler, featuring a 35 piece orchestra and special guest vocalists. The ATO will focus on fostering community, opportunity, and training centered around the musical theater art form. With the orchestra front and center, the (s)CORE is guaranteed to soar. Andrew Bourgoin, a musical theater conductor with credits from the Ordway to Broadway, is slated to lead the first concerts.",https://s1.ticketm.net/dam/a/b48/46601680-2244-4840-b16e-60d6d58a3b48_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/american-theater-orchestra-season-sampler-burnsville-minnesota-10-12-2025/event/060062A6E9626899,"Burnsville, United States Of America",Classical - Symphonic
Andrea Bocelli in Concert with Greensboro Symphony Orchestra,10/13/2025 0:00,First Horizon Coliseum,See Website for more details,Andrea Bocelli,See Website for more details,https://s1.ticketm.net/dam/a/c8a/45ed870b-c8a7-46db-823e-44f5929bac8a_1839671_RETINA_LANDSCAPE_16_9.jpg,https://www.ticketmaster.com/andrea-bocelli-in-concert-with-greensboro-greensboro-north-carolina-10-12-2025/event/2D006272A48E339B,"Greensboro, United States Of America",Classical - Classical/Vocal
Games Music in concert,10/13/2025 18:00,Kursaal Oostende,See Website for more details,Games Music in concert,See Website for more details,https://s1.ticketm.net/dam/a/864/ddd86586-e40d-4d23-b4bf-af18c8fad864_SOURCE,https://www.ticketmaster.be/event/games-music-in-concert-tickets/1423538566,"Oostende, Belgium",Classical - Miscellaneous
Oulu Sinfonia:  A Kind of Magic,10/15/2025 15:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-a-kind-of-magic-tickets/1778284443?language=en-us,"Oulu, Finland",Classical - Classical/Vocal
Auckland Philharmonia: Fantastique!,10/16/2025 6:30," Great Hall, Auckland Town Hall",See Website for more details,Auckland Philharmonia,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Child Policy: This performance is not suitable for children under six years old. Children under the age of 16 must be accompanied by an adult at all APO events.",https://s1.ticketm.net/dam/a/8ae/34945ea3-f098-42fc-a832-bee65f2d18ae_SOURCE,https://www.ticketmaster.co.nz/auckland-philharmonia-fantastique-auckland-16-10-2025/event/24006193D0871271,"Auckland, New Zealand",Classical - Symphonic
STUDIO GHIBLI IN CONCERT,10/16/2025 18:00,Stadsschouwburg Antwerpen,See Website for more details,Studio Ghibli in Concert,See Website for more details,https://s1.ticketm.net/dam/a/d4a/2442ad62-36f7-4eec-9f5d-6ef3e4b5fd4a_SOURCE,https://www.ticketmaster.be/event/studio-ghibli-in-concert-tickets/1459749941,"Antwerp, Belgium",Classical - Classical/Vocal
Dennis James Hosts Halloween,10/16/2025 23:30,Indiana University Auditorium,See Website for more details,Dennis James,"It's not officially Halloween until Bloomington's favorite musical mastermind, Dennis James, returns for his annual spooky performance. Dennis James Hosts Halloween returns, as the legendary cinema organist and IU graduate provides the soundtrack to a silent film and a live radio reenactment. The live onstage portrayal of an old-time radio thriller titled Waxworks will kick off the evening and will be performed by actors, including students from IU's Department of Theatre, Drama, and Contemporary Dance, as James plays the soundtrack on IU Auditorium's 4,532-pipe organ. This episode comes from a classic radio series titled Suspense, which was one of the most popular and successful radio programs during its run of over 900 episodes, spanning 1946-1962. James will conclude the evening with the backing soundtrack to a screening of a 1924 German silent horror film also titled Waxworks that ties three stories together in an anthology format with the final segment featuring Jack the Ripper.",https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/dennis-james-hosts-halloween-bloomington-indiana-10-16-2025/event/050062BDE7597ACF,"Bloomington, United States Of America",Classical - Classical/Vocal
"Lea Salonga - Stage, Screen & Everything in Between",10/17/2025 0:00,Club Regent Event Centre,See Website for more details,Lea Salonga,"6pm Doors / 7pm Show / All Ages. In Stage, Screen & Everything In Between, musical theatre fans will experience stage and screen classics from Lea iconic roles including songs from Miss Saigon, Les Miserables, Aladdin and Mulan, new found favorites from the critically acclaimed Broadway and West End hit Old Friends, Broadway blockbusters, pop classics, and much more from her celebrated career and beyond.",https://s1.ticketm.net/dam/a/d41/8f5801c7-d3e3-42dd-a944-6542e480bd41_RECOMENDATION_16_9.jpg,https://www.ticketmaster.ca/lea-salonga-stage-screen-everything-in-winnipeg-manitoba-10-16-2025/event/110062A190652C35,"Winnipeg, Canada",Classical - Classical/Vocal
Harry Potter and the Prisoner of Azkaban (TM) in Concert,10/18/2025 2:30,SAFE Credit Union Performing Arts Center,See Website for more details,Harry Potter and the Prisoner of Azkaban (TM),"First a bestseller, then a major movie, now a magical concert event: CineConcerts presents Harry Potter and the Prisoner of Azkaban in Concert. Experience the adventures of your favorite wizard all over again set to the music of a live symphony orchestra. Get ready to encounter a Dementor, ride the Knight Bus and discover just who Sirius Black really is.",https://s1.ticketm.net/dam/a/c5f/78545b47-5eb6-4909-a9a4-d7e518b71c5f_1694721_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/harry-potter-and-the-prisoner-of-sacramento-california-10-17-2025/event/1C006259D21D318C,"Sacramento, United States Of America",Classical - Symphonic
Orchestra Wellington - 5 Enemy of The State,10/18/2025 6:30,Michael Fowler Centre,See Website for more details,Orchestra Wellington,"All Tickets are Mobile Ticket Only. Mobile Tickets are like Print-at-Home tickets but instead of having to print off the tickets yourself, you can just show the barcode on your mobile phone. It is the easiest way to access tickets to your events. For more information visit Ticketmaster.co.nz/mobileticket Free preconcert talk at Renouf Foyer 6:30pm.",https://s1.ticketm.net/dam/a/983/d76c1667-f426-4727-8ca4-1948361eb983_CUSTOM.jpg,https://www.ticketmaster.co.nz/orchestra-wellington-5-enemy-of-the-wellington-18-10-2025/event/24006132A4C91A04,"Wellington, New Zealand",Classical - Symphonic
Up Close with Steven Moeckel : Tucson Symphony Orchestra,10/19/2025 2:30,Tucson Symphony Center,See Website for more details,Tucson Symphony Orchestra,"Musicians from the Tucson Symphony Orchestra Steven Moeckel, violin - Artist-in-Residence A concert programmed and performed by Artist in Residence Steven Moeckel and members of the TSO string section.",https://s1.ticketm.net/dam/e/626/b63f805f-97c0-425b-9892-86967392f626_RETINA_PORTRAIT_3_2.jpg,https://www.ticketmaster.com/up-close-with-steven-moeckel-tucson-tucson-arizona-10-18-2025/event/19006243B5A41DE8,"Tucson, United States Of America",Classical - Symphonic
Hampton Roads Philharmonic: OCTOBER CLASSICS!,10/19/2025 18:00,American Theatre,See Website for more details,See Website for more details,"Experience The Rich Sounds Of OCTOBER CLASSICS! Familiar and new composers alike featured as well as commissioned new works make for an unforgettable afternoon! Steven Brindle, conductor. Audience: all ages and appreciators of great instrumentalists. No Refunds/No Exchanges",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/hampton-roads-philharmonic-october-classics-hampton-virginia-10-19-2025/event/010062CEF66377AE,"Hampton, United States Of America",Classical - Symphonic
Eydis Evensen,10/20/2025 17:00,Cirque Royal - The Club,See Website for more details,Eydis Evensen,See Website for more details,https://s1.ticketm.net/dam/a/bdd/2654e274-2df0-4219-9e0d-d784a72eebdd_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.be/event/eydis-evensen-tickets/242646860,"Brussels, Belgium",Classical - Classical/Vocal
Musical Express,10/22/2025 17:30,Forum Karlín,See Website for more details,Muzikál expres,See Website for more details,https://s1.ticketm.net/dam/a/9f3/185aaff7-f95a-4e72-98ff-e949a31849f3_TABLET_LANDSCAPE_16_9.jpg,https://www.ticketmaster.cz/event/musical-express-tickets/1344290345?language=en-us,"Praha 8, Czech Republic",Classical - Musical
New Jersey Symphony: Disney's Fantasia in Concert,10/23/2025 23:00,Mayo Performing Arts Center,See Website for more details,Disney's Fantasia Live in Concert,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b_FO,"Morristown, United States Of America",Classical - Symphonic
Hans Zimmer Live | Box-Seat in the Ticketmaster Suite,10/24/2025 18:00,Uber Arena,See Website for more details,Hans Zimmer,See Website for more details,https://s1.ticketm.net/dam/a/dae/3174acbb-1a80-4b1f-b363-0504dc881dae_1202271_RECOMENDATION_16_9.jpg,https://www.ticketmaster.de/event/hans-zimmer-live-%7C-box-seat-in-the-ticketmaster-suite-tickets/555737?language=en-us,"Berlin, Germany",Classical - Classical/Vocal
Glenn Miller Orchestra,10/25/2025 0:30,The Ellis Theater,See Website for more details,Glenn Miller Orchestra,"The World Famous Glenn Miller Orchestra will perform their greatest hits, including In The Mood, Chattanooga Choo Choo, American Patrol, A String Of Pearls, Little Brown Jug, Pennsylvania 6-5000, Tuxedo Junction, and of course their theme song Moonlight Serenade as they continue their national tour. The 15 member orchestra, their lead singers, and vocal group will perform their catalog of big band classics just the way they would have over 80 years ago when Glenn Miller stood in front of his band. It is a show that continues to transport audiences back in time and is as nostalgic as it is exciting. Touring continuously since 1956, The Glenn Miller Orchestra is featured in over 200 concerts and dances per year. Each performance includes the timeless classics that made them famous the world over in a show that has moved audiences for generations.",https://s1.ticketm.net/dam/a/a3a/a15882a8-cb0e-40cd-a11a-19a60101fa3a_TABLET_LANDSCAPE_LARGE_16_9.jpg,https://www.ticketmaster.com/glenn-miller-orchestra-philadelphia-mississippi-10-24-2025/event/1B00629EE09B67B7,"Philadelphia, United States Of America",Classical - Symphonic
Saint-Saëns and Tchaikovsky : Tucson Symphony Orchestra,10/25/2025 2:30,Linda Ronstadt Music Hall,See Website for more details,Tucson Symphony Orchestra,"Tucson Symphony Orchestra Manuel Hernández Silva, conductor Francisco Fullana, violin Brahms: Academic Festival Overture Saint-Saëns: Violin Concerto No. 3 Gili Schwarzman: Portrait Tchaikovsky: Francesca da Rimini",https://s1.ticketm.net/dam/e/ab8/8129ec32-7e20-40e4-848c-907b3c19eab8_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/saintsaens-and-tchaikovsky-tucson-symphony-orchestra-tucson-arizona-10-24-2025/event/19006235ED22324F,"Tucson, United States Of America",Classical - Symphonic
Disney's Fantasia in Concert with NJ Symphony,10/25/2025 18:00,Hackensack Meridian Health Theatre at the Count Basie Center ,See Website for more details,New Jersey Symphony,See Website for more details,https://s1.ticketm.net/dam/a/f14/ca27b688-79ef-4376-8582-4bef0f0d8f14_302061_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/disneys-fantasia-in-concert-with-nj-red-bank-new-jersey-10-25-2025/event/1D00628C9A681787,"Red Bank, United States Of America",Classical - Symphonic
The Espionage Orchestra Presents The Music Of James Bond,10/25/2025 23:30,National Arts Centre / Centre national des Arts,See Website for more details,The Espionage Orchestra,See Website for more details,https://s1.ticketm.net/dam/a/e3c/8b86d424-e5cc-43a6-9a17-44ff05916e3c_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.ca/the-espionage-orchestra-presents-the-music-ottawa-ontario-10-25-2025/event/31006290E57D4DF2,"Ottawa, Canada",Classical - Symphonic
The Goonies in Concert with The Minnesota Orchestra,10/26/2025 0:00,Orchestra Hall-MN,See Website for more details,Minnesota Orchestra,See Website for more details,https://s1.ticketm.net/dam/c/518/83a05c63-479c-4f7e-a7aa-1932aab77518_105461_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A74kZy,"Minneapolis, United States Of America",Classical - Classical/Vocal
Dana Winner in Symphony,10/26/2025 18:00,Capitole Gent,See Website for more details,Dana Winner,See Website for more details,https://s1.ticketm.net/dam/a/d01/cc2154ca-5bef-4844-a232-d2582e20ed01_TABLET_LANDSCAPE_3_2.jpg,https://www.ticketmaster.be/event/dana-winner-in-symphony-tickets/2049110941,"Ghent, Belgium",Classical - Classical/Vocal
Disney's Fantasia in Concert with New Jersey Symphony,10/26/2025 18:00,State Theatre-NJ,See Website for more details,Disney's Fantasia Live in Concert,See Website for more details,https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RECOMENDATION_16_9.jpg,https://www.ticketmaster.com/event/Z7r9jZ1A7b_Fx,"New Brunswick, United States Of America",Classical - Symphonic
Hans Zimmer Live | Box seat in the Ticketmaster Suite,10/26/2025 19:00,Barclays Arena,See Website for more details,Hans Zimmer,See Website for more details,https://s1.ticketm.net/dam/a/dae/3174acbb-1a80-4b1f-b363-0504dc881dae_1202271_RECOMENDATION_16_9.jpg,https://www.ticketmaster.de/event/hans-zimmer-live-%7C-box-seat-in-the-ticketmaster-suite-tickets/553281?language=en-us,"Hamburg, Germany",Classical - Classical/Vocal
The Music Of Hans Zimmer & Others,10/29/2025 0:00,Lisner Auditorium,See Website for more details,The Hollywood Film Orchestra,"The symphonic world of Hans Zimmer with music from James Bond, The Lion King, The Pirates of the Caribbean, Gladiator, The Dark Knight, Inception, Interstellar, Top Gun, Dune and more! The Hollywood Film Orchestra has been created for this concert series and works usually with state Orchestras from Europe. It has performed in the leading music venues of the world. Hans Zimmer is a trademark of their respective owners. This concert is an independent event and is not affiliated with or endorsed by the studios, production companies, or respective trademark owners. For general ticketing, event questions, or group ticket orders, please email gwticket@gwu.edu. Box office opens when doors open unless otherwise noted.",https://s1.ticketm.net/dam/c/f7b/ef64d601-8740-43cd-86ea-ed9b392e4f7b_105961_RETINA_PORTRAIT_16_9.jpg,https://www.ticketmaster.com/the-music-of-hans-zimmer-others-washington-district-of-columbia-10-28-2025/event/150062CDBA2A463A,"Washington, United States Of America",Classical - Symphonic
Ludovico Einaudi - The Summer Portraits Tour,10/29/2025 2:30,Auditorio Nacional,See Website for more details,Ludovico Einaudi,See Website for more details,https://s1.ticketm.net/dam/a/d8c/22fae6d2-9aba-4418-96e6-6fedbdc5ad8c_SOURCE,https://www.ticketmaster.com.mx/ludovico-einaudi-the-summer-portraits-tour-ciudad-de-mexico-28-10-2025/event/3D006229B0F41FC7,"Ciudad de México, Mexico",Classical - Symphonic
Oulu Sinfonia: Death and Transfiguration,10/30/2025 16:30,MADETOJAN SALI,See Website for more details,Oulu Sinfonia,See Website for more details,https://s1.ticketm.net/dam/a/ebc/c382c09a-7325-48f1-a0fe-3789f64c1ebc_1566241_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.fi/event/oulu-sinfonia-death-and-transfiguration-tickets/578573466?language=en-us,"Oulu, Finland",Classical - Classical/Vocal
The Lord of the Rings: The Fellowship of the Ring in Concert,10/31/2025 23:00,DeVos Performance Hall,See Website for more details,Grand Rapids Symphony,See Website for more details,https://s1.ticketm.net/dam/e/4e9/c2c32737-2692-4a93-90e2-2c201e9a24e9_EVENT_DETAIL_PAGE_16_9.jpg,https://www.ticketmaster.com/the-lord-of-the-rings-the-grand-rapids-michigan-10-31-2025/event/0800622E83F30F72,"Grand Rapids, United States Of America",Classical - Symphonic
TwoSet Violin With The Atlanta Symphony Orchestra,11/1/2025 0:00,Atlanta Symphony Hall,See Website for more details,TwoSet Violin World Tour,See Website for more details,https://s1.ticketm.net/dam/e/29d/7906e40d-53b3-49e4-8212-e3691964129d_ARTIST_PAGE_3_2.jpg,https://www.ticketmaster.com/twoset-violin-with-the-atlanta-symphony-atlanta-georgia-10-31-2025/event/0E006267C6AA3B22,"Atlanta, United States Of America",Classical - Classical/Vocal
